gname,nkill
Tribesmen Murad Tribe,0.0
Tripoli Martyrs Battalion,0.0
Albatros Commando,0.0
Albanian Separatists,0.0
Al-Zawiya Syndicates Council,0.0
Alde Hemendik Movement,0.0
Alejo Calatayu,0.0
Tribal Revolutionary Army (TRA),0.0
Alexander Villalon (YADO),0.0
Alexandros Grigoropoulos Anarchist Attack Group,0.0
Torpedy Group,0.0
All (Baksa District) B.F.D.N Sangodan,0.0
Alfa 83,0.0
Tony El Pelou Band,0.0
Al-Zaidi Tribe - Mareb,0.0
Tonino Micciche Workers Nucleus,0.0
Tripura Nationalists,0.0
Togolese Peoples Rally,0.0
Tripura Separatists,0.0
Algerian Mujahideen for Muslims,0.0
Tiwa Liberation Army,0.0
Al-Yemenia al-Ulia Tribesmen,0.0
Alipour militia,0.0
The Justice Department,0.0
Al-Qaida Organization for Jihad in Sweden,0.0
The Jewish Execution with Silence,0.0
Territorial Communist Command,0.0
Amazonas Liberation Front,0.0
Turks of Western Thrace,0.0
Thadou People's Liberation Army (TPLA),0.0
American Anticommunist Association (AAA),0.0
Al-Masni Tribe,0.0
Terror Against Terror,0.0
Al-Marabitun Revolutionary Committee,0.0
Territorial Resistance Army,0.0
Territorial Patrols of Anti-Fascist Vigilance,0.0
Al-Madani Brigade,0.0
Territorial Communist Units,0.0
Territorial Cells for Boycotting the Elections,0.0
The Jean Marc Rouillan Armed and Heartless Columns,0.0
Territorial Armed Groups for Communism,0.0
Territorial Anti-Fascist Patrols,0.0
Tyrol Separatists,0.0
Terena Indians,0.0
Terai Rastriya Mukti Sena (TRMS),0.0
Tyrolean Defense League,0.0
Terai Janatantrik Party,0.0
U/I Asian Gang,0.0
U/I Islamic Separatists,0.0
Al-Khums Revolutionaries' Union,0.0
Terai Communist Party,0.0
Thanthai Periyar Dravidar Kazhagam (TPDK),0.0
Tharuhat Joint Struggle Committee (TJSC),0.0
The 78 Unemployed,0.0
The Aref Boluki Dynamite group,0.0
Al-Qaida Network for Southwestern Khulna Division,0.0
Al-Nasirin (India),0.0
The Islamic Movement,0.0
The Irish Volunteers,0.0
The Inevitables,0.0
Allende Lives Commando,0.0
Turkish Leftists,0.0
The Illegal Fisherman of the Night,0.0
The Husayn Ubayyat Martyrs' Brigades,0.0
Turkish Marxist Workers Party,0.0
Alliance of Revolutionary Cuban Organizations,0.0
Al-Nasir Army (Syria),0.0
Al-Mus'abi Tribe,0.0
The Eradication of Evil,0.0
The Defense Command of the French People and the Motherland (CDPPF),0.0
Turkish Revolutionaries,0.0
Turkish radicals,0.0
Amazigh Islamic Front,0.0
The Call of Jesus Christ,0.0
The Black Sun,0.0
Turkish separatists (probably Kurds),0.0
The Armed Secret Organization,0.0
Al-Mujahedin Brigades (Palestine),0.0
Support for Refugees (Appui aux Refugies),0.0
Sunni Resistance Committees in Lebanon (SRCL),0.0
Scottish Nationalists,0.0
Sheikh Omar Hadid Brigade,0.0
Action Group for Communism,0.0
Anti-Monarchists,0.0
Shop owners,0.0
Shooters of the Nest,0.0
Shonkonjuku Group,0.0
United Party for National Development (UPND),0.0
Action Front for the Liberation of the Baltic Countries,0.0
Anti-Narita Extremists,0.0
Anti-Nuclear Society for a Silent Counter-Offensive (ANGST),0.0
Shield of Islam Brigade,0.0
Shield Wall Network (SWN),0.0
Anti-Park extremists,0.0
Shutdown G20: Take Hamburg offline!,0.0
Action Front Nationalist Librium,0.0
United People's Front,0.0
Shaykh Hassan Khalid Forces,0.0
Sharp Sword Organization,0.0
Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar),0.0
Action Directe Anarchiste (ADA),0.0
Shanty Dwellers,0.0
Anti-Racist Guerrilla Nuclei,0.0
Action Cell Haukur Hilmarsson,0.0
Shangytown residents,0.0
Anti-Religion extremists,0.0
Action Squad,0.0
Siah KAL,0.0
United Reformation Protest of India,0.0
United Liberation Front of Barak Valley (ULFBV) - India,0.0
Social Christian Party (PSC),0.0
United Liberation Front for the New Algeria,0.0
Anti-Gun Control extremists,0.0
Slum Dwellers,0.0
Anti-Imperialist Cell (AIZ),0.0
Adivasi Cobra Militants of Assam (ACMA),0.0
Sixth of March Group,0.0
Sisters in Arms,0.0
Anti-Imperialist Commando,0.0
Anti-Imperialist Fighters for a Free Palestine,0.0
Anti-Imperialist International Brigades,0.0
Active Espirit de Corps of the Argentina Army,0.0
Action Struggle Against the World,0.0
Anti-Imperialist Students Council,0.0
Sinhalese Extremists,0.0
Sinhale Jathika Balamuluwa,0.0
Anti-Imperialist Territorial Nuclei (NTA),0.0
United Nasirite Organizaiton,0.0
Anti-Imperialistic Communist Revolutionaries,0.0
Anti-Iran Government Exiles,0.0
Sindh Liberation Front,0.0
Anti-Kim Jong-il extremists,0.0
Anti-Kurdish Turks,0.0
Anti-LGBT extremists,0.0
United Popular Liberation Army of America,0.0
Actiefront Nationalistisch Nederland,0.0
Ansar al-Jihad,0.0
Antonia Martinez Student Commandos (AMSC),0.0
Trieu Dai Viet,0.0
"Up the IRS, Inc",0.0
"Senki (""Battle Flag"")",0.0
Anti-Zionist Movement,0.0
Self-Defense Against All Authority,0.0
Self Defense Forces,0.0
Urban Guerrilla War,0.0
Sekihotai,0.0
Seikijuku,0.0
Seiji Kesha Kokuyukai,0.0
Anti-govt student groups,0.0
Secret Cuban Government,0.0
Anti-Zionist Commandos,0.0
Urban Guerrillas,0.0
Secret Army Organization,0.0
Urhobo Gbagbako,0.0
Urhobo Revolutionary Army,0.0
Anya-Nya II Militia,0.0
Seattle Liberation Front,0.0
Seaborne Moslem Raiders,0.0
Valais Group Against Hydro-Rhone,0.0
Vandalicia Teodoro Suarez,0.0
Sea Shepherd Conservation Society,0.0
Scottish Socialist Republican League,0.0
Unrepentant Anarchists,0.0
September 11,0.0
Anti-Revolutionary Agents,0.0
Universal Liberation Front,0.0
Anti-Roma extremists,0.0
Anti-Sikh extremists,0.0
Achik Tiger Force,0.0
Shamil Group,0.0
Sham Liberation Army,0.0
Shahin (Falcon),0.0
Anti-Soviet protest group,0.0
Anti-State Action,0.0
Anti-State Justice,0.0
Settlers at Kfar Darom,0.0
Ses'khona Peoples' Rights Movement,0.0
Servants of Islam Organization,0.0
Unk Iranian Guerrillas,0.0
Anti-State Proletarian Nuclei,0.0
Serbian irregulars,0.0
Anti-Trump extremists,0.0
Anti-United States extremists,0.0
Serbian Gangsters,0.0
Serb demonstrators,0.0
Universal Proutist Revolutionary Federation,0.0
Serb Radical Party,0.0
September 17 Organization,0.0
Anti-Yanukovych extremists,0.0
Unk (men in army uniforms with arms and gas masks),0.0
Social Patriot Movement,0.0
Social Resistance,0.0
Adivasi People's Army (APA),0.0
Striking Minors Group,0.0
Students For Insurrection,0.0
Students  U of PNG,0.0
Anti-Bhutto demonstrators,0.0
Student Revolutionary Front (FER),0.0
Student Radicals,0.0
Student Network of Mandalay,0.0
Student Militants,0.0
Union of Revolutionary Communists in Turkey (TIKB),0.0
Anti-CAB activists,0.0
Union of Young Kurdish Revolutionaries,0.0
Anti-Capitalist Action,0.0
Unione di u Populu Corsu (UPC),0.0
Students for a Democratic Society,0.0
Ahmad Alawi al Muqbili,0.0
United Achik National Front (UANF),0.0
Strike Enforcers,0.0
Stop the War Coalition,0.0
Anti-Capitalist Commando,0.0
United Action Council,0.0
St. Kitts Nevis Labor Party,0.0
St Patrick's Survivors group,0.0
Squatters,0.0
Anti-Castro Command,0.0
Anti-Castro Group,0.0
Anti-Authority Group (Greece),0.0
Students for a Democratic Society (SDS) (German),0.0
Anti-Gentrification Front,0.0
Anti - Election Demonstrators,0.0
Ansar al-Tahwid wal Sunna,0.0
Sundar Shanta Nepal,0.0
Sumud Brigade,0.0
Suicide Squad,0.0
Airport Protesters,0.0
Sudurpaschim Janata Dal,0.0
Sudtiroler Volkspartei-south tyrol people's party,0.0
Sudanese mostly Christian rebels,0.0
Union of Democratic Forces,0.0
Aidid Militia,0.0
Antagonistic Nuclei of the New Urban Guerrilla,0.0
Sudanese Islamic Youth Movement,0.0
Ahneish Militia,0.0
Anti Shah of Iran,0.0
"Anti Somoza Gp, name unk",0.0
Union of Galilee Christians,0.0
Anti-AF,0.0
Anti-Apartheid guerrillas,0.0
Aibed Er-Rahman katibet,0.0
Union of Peaceful Citizens of Algeria,0.0
Anti-Apostate Movement Alliance (AGAP),0.0
Anti-Arab extremists,0.0
Anti-Armenian Organization,0.0
Anti-Asian extremists,0.0
Anti-Chon radical elements,0.0
Spanish International Communist Party,0.0
United Arab Revolution,0.0
Somali National Alliance,0.0
United Front for Democratic Change (FUC),0.0
Sons of the South,0.0
Sons of Zouari,0.0
Sons of Liberty,0.0
Afghan Revolutionary Front,0.0
Anti-Establishment Nucleus,0.0
Somoza Sympathizers,0.0
Somali Salvation Front (SSF),0.0
Somali Salvation Democratic Front (SSDF),0.0
Somali Patriotic Movement,0.0
Anti-Fascist Action,0.0
United Garo Security Force (UGSF),0.0
Anti-Clerical Pro-Sex Toys Group,0.0
United Gorkha People's Organization (UGPO),0.0
Solidarity with imprisoned members of Action Directe (AD),0.0
Solidarist Resistance Movement,0.0
Soldiers of the Algerian Opposition,0.0
Anti-Fascist Spring Bremen,0.0
Sociedade Secreta Silvestre (ITS-Brazil),0.0
United Jewish Underground,0.0
Socialist-Nationalist Front (SNF),0.0
Socialist Revolutionary Brigade,0.0
Socialist Recovery Movement,0.0
Anti-Fascist Territorial Group,0.0
Sons of the South (Shiite Muslim Group),0.0
Anti-Environmentalists,0.0
South African Liberation Support Cadre (SALSC),0.0
Afghan War Veterans,0.0
United Aryan Empire,0.0
Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,0.0
Sovereign Panama Patriotic Front,0.0
Agudat Israel Party,0.0
Anti-Communist Action Alliance,0.0
Southern Sierra Peasant Organization,0.0
Anti-Communist Command (KAK),0.0
Southern Nucleus of Communist Counterpower,0.0
United Constitutional Patriots,0.0
"Aghwar ""Fire War"" Group",0.0
South Sudanese extremists,0.0
African-American extremists,0.0
South Sudan National Movement for Change (SSNMC-Unvuas),0.0
Anti-Coup extremists,0.0
South Sudan Democratic Army,0.0
South Sudan Armed Forces (SSAF),0.0
South Ossetian Extremists,0.0
Anti-Democratic Struggle,0.0
South Londonderry Volunteers (SLV),0.0
South Lebanon Army,0.0
United Democratic Terai Liberation Front (UDTLF),0.0
South Group (Russia),0.0
United Freedom Front (UFF),0.0
Autonomous Resistance,0.0
Beli Orlovi (White Eagles),0.0
Autonomous Students,0.0
Kurdish Protestors,0.0
Dissident,0.0
Khumbuwan Mukti Morcha,0.0
Khristos Kasimis,0.0
Dnestr Republic Separatists,0.0
Khomeini loyalists,0.0
Do-or-Die Corps for the Abolition of Anti-Public Taxation Systems,0.0
Khmer Bandits,0.0
Dominican Popular Movement (MPD),0.0
Down with Lubbers,0.0
Dravidar Kazhagam,0.0
Dravidar Viduthalai Kazhagam (DVK),0.0
Khalid ibn Walid Brigade,0.0
Druzes,0.0
Keshet,0.0
Durruti Brigades,0.0
Dynamic Youth Forum,0.0
Kentavros,0.0
Earth First!,0.0
Kawal ng Pilipinas (Soldier of the Philippines),0.0
Katsuhisa Omori,0.0
Katsina Muslim Society,0.0
Earth Liberation Front (ELF),0.0
Earth Night Action Group,0.0
Kata'ib al-Imam Ali,0.0
Kata'ib Sayyid al-Shuhada,0.0
Kata'ib Khattab al-Shishani,0.0
East Side Action Committee,0.0
Kashmir Freedom Force,0.0
Karnataka State Farmers Association,0.0
King Street,0.0
Kirat Janabadi Workers Party,0.0
Disgruntled Petroecuador workers,0.0
Detonators of Social Uprisings,0.0
Democratic Progressive Party,0.0
Democratic Progressive Party (Malawi),0.0
Kurdish Independence Group (name unk),0.0
Kurdish Dissidents,0.0
Democratic Youth Federation of India (DYFI),0.0
Demonstration led by French Anti-Nazi Hunters,0.0
Demonstrators,0.0
14 K Triad,0.0
Kuki National Liberation Front (KNLF),0.0
Deniers of Holidays,0.0
Depositers angered,0.0
Kuki Liberation Army (KLA),0.0
Kuki Independent Organization (KIO/KIA),0.0
Krikapi Indians,0.0
Kisar Liberation Movement,0.0
Krause Group,0.0
Dev Genc,0.0
Dev Yol,0.0
Koreans,0.0
Didier Ratsiraka's Militia,0.0
Koluama Seven Brothers,0.0
Kolla Benjo Cruz Command,0.0
Dignity Command,0.0
Dima Hasao National Army,0.0
Koetoh Reh,0.0
Knights of Janzour,0.0
Knights Templar (Caballeros Templarios),0.0
Dimasa National Liberation Army (DNLA),0.0
Ecology and Antinuclear Revolutionary Party (CRAE),0.0
Economic Freedom Fighters,0.0
Ecosocialist Forces,0.0
Juan Rayo Guerilla Group,0.0
Extreme Left,0.0
FACDM,0.0
Face to Face (Face-a-Face),0.0
Falanga,0.0
Falange,0.0
Falangist Security Group,0.0
Jund Ansar Allah,0.0
Jund Al-Tawid,0.0
Junaid Jihadist Battalion,0.0
Falangist Vanguard,0.0
July 14 Movement,0.0
Fanatical Ecologists,0.0
Juarez Cartel (Carrillo-Fuentes / Mexico),0.0
Juan Antonio Lavalleja Command,0.0
June 16 Organization,0.0
Jose Benito Escobar Workers Federation,0.0
Jorge Martinez Association of Combatants,0.0
Jorge Eliecer Gaitan Nationalist Movement,0.0
Jordanian Revolutionary and Military Committee (MOUAB),0.0
Jordanian National Liberation Movement,0.0
Jordanian Masses Organization,0.0
Jordanian Islamic Resistance,0.0
Fanmi Lavalas,0.0
Joint Palestinian leftist organization,0.0
Farighan,0.0
Farm Animal Revenge Militia (FARM),0.0
Fatah Uprising,0.0
Father of the Poor,0.0
Extraparliamentary Opposition (APO),0.0
Extortionists,0.0
Ecuadorian Communist Youth,0.0
Epanastatiki Anatropi (Revolutionary Overthrow),0.0
Egbema National Front,0.0
Egyptian Revolutionary Organization,0.0
Ein Tyrol (One Tyrol),0.0
Ejercito Revolucionario Guevarista (Guevarist Revolutionary Army),0.0
Ejercito de Liberacion Nacional (Bolivia),0.0
El Movimiento Revolucionario Independinista,0.0
El-Feth katibat,0.0
Elos security firm,0.0
Emilio Recabarren Commando,0.0
English Defense League (EDL),0.0
Enraged Revolutionaries,0.0
Environmental Life Force,0.0
Environmentalists,0.0
Equilibrio Nacional,0.0
Justice Guerrillas,0.0
Erotic Anti-authority Cells,0.0
Kaitseliit Paramiltary Group,0.0
Kaingang Indians,0.0
Kahane Chai,0.0
Ethiopian Dongiro tribesmen,0.0
Ethiopians,0.0
Ethnic Russian Separatists,0.0
Eva Peron Organization,0.0
Kabataang Makabayan (KM),0.0
Juwa Party,0.0
Justicieros de la Frontera,0.0
Justice and Liberty Warriors,0.0
Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),0.0
Democratic Party,0.0
Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK),0.0
Jharkhand Tribal Forces,0.0
Democratic Iraqi Opposition of Germany,0.0
Continuous Struggle,0.0
M12J,0.0
M-7,0.0
M-5,0.0
M-19 Splinter,0.0
Coordination for Revolutionary Action (CAR),0.0
Luis Boitel Commandos,0.0
Coordination of Anti-atomic Power Plant Saboteurs,0.0
Core Conspirators for the Extension of Chaos (Núcleo de Conspiradores por la Extensión de Kaos),0.0
Corsican Farmers' Front,0.0
Corsican National Liberation Front- Historic Channel,0.0
Loyalist Action Force,0.0
Los Barriales,0.0
Corsican Nationalists,0.0
Corsican Revolutionary Brigade,0.0
Long-time Muslim immigrants from Bangladesh,0.0
"Lone Wolves of Radical, Autonomous, Militant National Socialism",0.0
Lolita Lebron Puerto Rican Liberation Command,0.0
Local Extremist,0.0
Liwa al-Tawhid,0.0
Liwa al-Sham,0.0
Liwa al-Islam,0.0
Costa Rican Peoples' Army (EPC),0.0
Council for Justice in Azawad,0.0
Lithuanian Land Guard,0.0
Lions of Khilafah in the Maldives,0.0
Likud Political Party,0.0
Liga Agraria Campesina,0.0
Council for Popular Justice,0.0
MLA,0.0
MNR of the Left,0.0
Ma'sadat al-Mujahideen,0.0
Mahir Cayan Suicide Group,0.0
Communist Warrior's Union,0.0
Communists Fighting Imperialism and Armaments,0.0
Complices Sediciosos/Fraccion por la Venganza,0.0
Mai Mai Portuguais Militia,0.0
Comrades Organized in Partisan Nuclei,0.0
Mai Mai Manu Militia,0.0
Comrades in Arms,0.0
Mai Mai Kyandenga Militia,0.0
Comuneros,0.0
Mai Mai Kabeke,0.0
Mai Mai Charles Militia,0.0
Condor,0.0
Mahsud Tribe,0.0
Confederation of Iranian Students/National Union (CISNU),0.0
Continuing Struggle,0.0
Congolese Democratic Coalition,0.0
Mahan Madhesh Janakantri Party (MMJP)- Nepal,0.0
Congolese Rally for Democracy (RCD),0.0
Congress of Kabardian People,0.0
Madhesi Virus Killers,0.0
Conqueror Army,0.0
Conscientious Arsonists (CA),0.0
Madhesh Mukti Sangram (MMS),0.0
Conspiracy of Cells of Fire,0.0
Conspiracy of Vengeful Arsonists,0.0
Macedonian nationalists,0.0
Maccabee Squad and the Shield of David,0.0
Continental Revolutionary Army,0.0
Council for the Destruction of Order,0.0
Counterrevolutionary Solidarity (SC),0.0
Court Reform extremists,0.0
Death to Bazuqueros,0.0
League of French Fighters Against Jewish Occupation,0.0
League of Damascus for Special Tasks,0.0
League of Communists,0.0
Dainihon Yokuko Doshikai,0.0
Latvian Republic Volunteer Troops,0.0
Latin American Anti-Fascist Command,0.0
Latin America Anti-Communist Army (LAACA),0.0
Last Generation,0.0
Last Alternative Guerrilla Front,0.0
Danish Neo-Nazi Group,0.0
Lashkari-e-Adam (Army of Adam),0.0
Dark Harvest,0.0
Death Squad (Iraq),0.0
Lama Group,0.0
Lebanese Arab Army,0.0
Labor Union Leaders,0.0
La Paz peasants federation,0.0
LW,0.0
L'Asilo,0.0
Kyongbuk University Dental College Students,0.0
December 13 Independent Group,0.0
Defenders of the Fatherland,0.0
Defenders of the Nation's Sovereignty,0.0
Kurdistan National Union,0.0
Delta Democratic Militia,0.0
Democratic Front of the Central African People (FDPC),0.0
Kurdish demonstrators,0.0
Kurdish Sympathizers,0.0
League of the 18,0.0
Cyrenaica Self-Defense Force,0.0
Liberian Rebel Group,0.0
Lehava,0.0
Liberation of Achik Elite Force (LAEF),0.0
Croat Democratic Union,0.0
Liberation Youth Coordinating Board,0.0
Liberation Front of the Senegalese People,0.0
Liberation Front of Southern Sudan,0.0
Liberation Commando Rudolf Hess,0.0
"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)",0.0
Liberals of Galilee,0.0
Libardo Moratoro Front,0.0
Croatian Liberation Army,0.0
Les Casseurs,0.0
Croatian Revolutionary Cell-Bruno Busic Dept,0.0
Crypteia,0.0
Cuban Action,0.0
Cyprus Turkish People's Movement,0.0
Left-Wing Workers,0.0
Cuban C-4 Movement,0.0
Cuban Exiles,0.0
Cuban Secret Army,0.0
Left-Wing Demonstrators,0.0
Left wing student group,0.0
Left wing activists,0.0
Lebanese male,0.0
Lebanese Terrorist Group,0.0
Cuban extremists,0.0
Cubans seeking escape from Cuba,0.0
Lebanese Man,0.0
Cypriot,0.0
Jihad Brigades,0.0
Jharkhand Sangharsh Jan Mukti Morcha,0.0
Communist Territorial Unit,0.0
Fuerzas Armadas Revolucionarias del Pueblo (FARP),0.0
Gay Liberation Front,0.0
Gazteriak,0.0
Inkotanyi,0.0
Initiative de Resistance Internationaliste,0.0
Informal Feminist Commando for Anti-authoritarian Action,0.0
Informal Anarchist Federation,0.0
Individuals claimed to be policemen,0.0
Indipendenza,0.0
Indigenous People's Federal Army (IPFA),0.0
Indians,0.0
Indian Tigers,0.0
Georgian guerrillas,0.0
Independent Nasserite Movement,0.0
Independent Armed Revolutionary Commandos (CRIA),0.0
Independent Albanian Movement,0.0
Independence Advocates,0.0
German Resistance Movement,0.0
Incendiary Committee of Solidarity for Detainees,0.0
German Speaking Separatists,0.0
Imperial Iranian Patriotic Organization,0.0
Ghniwah Militia,0.0
Gholam Yahya Akbar,0.0
Illuminating Paths of Solidarity,0.0
Ikhwan-ul-Muslimeen,0.0
Global Intifada,0.0
God's Oppressed Army,0.0
Igbo tribal group,0.0
Idriss Miskine Group,0.0
Iconoclasts,0.0
Insurrectionals from the Frontier,0.0
Gangs of Conscience,0.0
Internal Front,0.0
Iranian Monarchists,0.0
Fuerzas Autonómicas y Destructivas León Czolgoscz,0.0
Fuerzas Populares Jose Leonardo Chirinos,0.0
Fundamentalists,0.0
Iraqi Strugglers' Movement,0.0
Furious Rebellion,0.0
Iraqi National Congress (INC),0.0
Furqa 23,0.0
Iraqi Moslems,0.0
Iraqi Democratic Front,0.0
Iraqi Communists,0.0
Iraq's Jihadist Leagues,0.0
GAC,0.0
Iranian exiles,0.0
Iranian Militants,0.0
International Committee Against Nazism,0.0
GP II,0.0
Into the Blue Commando of the Revolutionary Cells,0.0
Ganda Koi,0.0
Internationalist Cells,0.0
International Solidarity,0.0
International Revolutionary Solidarity,0.0
International Revolutionary Front,0.0
International Revolutionary Action Group (GARI),0.0
International Proletarian Groups,0.0
International Movement of the Prolitariat,0.0
Gang separatists terrorists,0.0
International Communist Group,0.0
International Communist Brigade,0.0
Iconoclastic Sect,0.0
Iconoclastic Nihilists,0.0
Good Vision Party (India),0.0
Hamza Combat Group against Atheism and Heresy,0.0
Groups for Dissemination of Revolutionary Theory and Action,0.0
Hay Andalus Defense Operations Room,0.0
Grupo Armado de Liberacion Argentina (GALA),0.0
Hatikvah Leumi or National Hope,0.0
Hassan Mabkhut Group,0.0
Hasmoneans (Jewish Settler Group),0.0
Grupo Estrella,0.0
Grupo Libertad,0.0
Grupo de Combatientes Populares,0.0
Gruppe Haw Weg Den Scheiss,0.0
Harakat al-Nujaba,0.0
Hanchongryun,0.0
Guadeloupe Separatists,0.0
Guajajara Tribe,0.0
Hekla Reception Committee-Initiative for More Social Eruptions,0.0
Guards of the Fighting Proletariat,0.0
Haji Fateh,0.0
Haika,0.0
Guaycaipuro Indians,0.0
Guerilla Party of the Galician Poor,0.0
Hadramawt Tribes Alliance,0.0
Guerrilla Command Force 97,0.0
Guerrilla Commando of the people,0.0
Guerrilla Forces for Liberation,0.0
Guerrilla Movement of the Poor (MGP),0.0
Gutierrez Gomez Resistance Group,0.0
Guerrillas of Christ the King,0.0
Gunmen loyal to Mohammad Farah Aideed,0.0
Groups Seeking Independence,0.0
Hells Angels,0.0
Gorkha Janmukti Morcha (GJM),0.0
Greek Anarchists' Union,0.0
Hushaysh Tribal Members,0.0
Hungarian exile,0.0
Hungarian Skin Head Group,0.0
Human Rights Renewal Movement (Renovacion por los Derechos Humanos),0.0
Human Rights Defence Committee,0.0
Hubay Qah Group,0.0
Gracchus Babeuf,0.0
Hotaru (Firefly),0.0
Hoodie Wearers,0.0
Homeland and Freedom Group,0.0
Homeland Cheetahs,0.0
Great Japan Patriotic Party,0.0
Holders of the Black Banners,0.0
Greek Anti-Dictatorial Youth (EAN),0.0
Heroes of Canto Grande,0.0
Hizballah-Iraq,0.0
Hizb al-Tahrir al-Islami (HT),0.0
Greek Popular Resistance,0.0
Hindu Morcha Nepal,0.0
Hindu Illaignar Sena,0.0
Himali Tigers,0.0
Hill Students Council,0.0
Group Yuri Choukewitch,0.0
Group for Martyred Isam as-Sartawi,0.0
Group for a Strong Revolutionary Movement,0.0
Group of Carlo Giuliani,0.0
Group of Popular Fighters,0.0
Group of the Fatima Church Attack,0.0
Irianese Tribesmen,0.0
Fronte Paesanu Corsu di Liberazione (FPCL),0.0
Fatherland,0.0
Front of Resistance and National Liberation of Albanians,0.0
Fighting Communist Unit,0.0
Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP),0.0
Fighting Communists,0.0
Fighting Ecologist Movement,0.0
Fighting For Freedom Coalition (FFFC-Ottawa),0.0
Fighting Guerrilla Formation,0.0
Fighting Nucleus for Communism,0.0
Fighting Popular Rally,0.0
Fighting Proletarian Front,0.0
Fighting Proletarian Squads,0.0
Jamaat Tauhid Wal Jihad (Pakistan),0.0
Fighting Women,0.0
Fighting Workers for Communism,0.0
Fire Group,0.0
Fire and Flame for the Police (FFdP),0.0
First Capital Command (PCC),0.0
Jalisco New Generation Cartel (CJNG),0.0
Jaish-e-Mohammad (Iraq),0.0
Forbid the Evil Group (Muslim Extremists),0.0
Forbidden Blockade (Greece),0.0
Force Etudiante Critique,0.0
Forces for the Unification of the Central African Republic (FIRCA),0.0
Forces of the Free Arab,0.0
Jaish al-Muslimin (Army of the Muslims),0.0
Jaish al-Mukhtar,0.0
Forces of the Struggling Ranks,0.0
Jaish al-Islam (Libya),0.0
Former Border Policeman,0.0
Former Govt. Troops,0.0
Fighting Communist Front,0.0
Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B),0.0
Fighters of the People,0.0
Fedayeen Khalq (People's Commandos),0.0
Fatherland and Liberty Nationalist Front (FNPL - Frente Nacionalista Patria y Libertad FNPL),0.0
Jharkhand Kranti Raksha Dal (Utari Chotanagpur),0.0
Fatoni Warriors,0.0
Jharkhand Bachao Aandolan,0.0
Jewish Terror,0.0
February 14th Movement,0.0
Jewish Direct Action,0.0
Jewish Defense Organization,0.0
February 27 Revolutionary Armed Forces,0.0
Jewish Defenders,0.0
Jewish Committee of Concern,0.0
Jewish Combat Organization,0.0
Fedayeen,0.0
Jenin Martyrs Brigades,0.0
Fighters of Democratic Latvia,0.0
Fedayeen of the Imperial Iranian Monarchy,0.0
Federation of Students and Scholars of Cote d'Ivoire (FESCI),0.0
Feliciano Argueta Front,0.0
Javier Heraud Revolutionary Commando,0.0
Feminist extremists,0.0
Jarrai,0.0
Feuerkrieg Division (FKD),0.0
Fight Against Authority,0.0
Fight Xenophobia,0.0
Japan National Youth Alliance,0.0
Fighters for Communism,0.0
Janatantrik Terai Mukti Morcha- Ranbir Singh (JTMM-RS),0.0
Janatantrik Terai Mukti Morcha- Prithvi Singh (JTMM-P),0.0
Former Interior Ministry Officers,0.0
Jaish Al-Umma (Army of the Nation),0.0
Jai Shri Ram Hindu Bhai Group,0.0
Islamic Front for the Liberation of Palestine (IFLP),0.0
Free Vietnam Movement,0.0
Freedom Eagles of Africa,0.0
Freital Group,0.0
French Armed Islamic Front,0.0
French Basque Nationalists,0.0
Islamic Liberation Organization,0.0
French Liberation Front,0.0
Friendly Company,0.0
Friends of Freedom,0.0
Islamic Jihad Brigades,0.0
Islamic Jihad Beit-al Maqdis Group,0.0
Islamic Holy Star,0.0
Islamic Golden Army,0.0
Islamic Front for the Liberation of Bahrain,0.0
Islamic Party of Kenya (IPK),0.0
Friends of Loukanikos,0.0
Front For the Liberation of the Azores,0.0
Front Line Armed Nuclei (FLAN),0.0
Islamic Cause Organization,0.0
Islamic Brotherhood,0.0
Front for Armenian Liberation,0.0
Front for Peace and Reconciliation (FRP),0.0
Islamic Action Organization,0.0
Islami Jamiat-e-Talaba (IJT),0.0
Front for the National Liberation of Puerto Rico,0.0
Isatabu Freedom Movement (IFM),0.0
Irrintzi,0.0
Front of French National Liberation,0.0
Free Network South (Freies Netz Sued),0.0
Islamic Renewal Movement,0.0
Jagrata Towhidi Janata (Rising Faithfuls),0.0
Israeli Terrorist Group,0.0
Jadid Al-Qaida Bangladesh (JAQB),0.0
Jacques de Molay Group,0.0
Jacinto Araujo Internationalist Rebel Insurrectionist Brigade,0.0
Former Muslim Guerrillas,0.0
Ivorian Popular Front,0.0
Ittehad-i-Islami,0.0
Former Student Hostel,0.0
Italians Attacking Policies of the Regional  SVP,0.0
Former members Central Investigation Office,0.0
Italian Extreme Nationalist Organization,0.0
Italian Combatents for Alto Adige,0.0
Issui Kai,0.0
Fourth Reich Skinheads,0.0
Israel Militant,0.0
Free Lebanon,0.0
France's Honour,0.0
Francia,0.0
Fred Hampton Unit of the People's Forces,0.0
Islamic Swords of Justice in the Land of Ribat,0.0
Islamic Struggle Front,0.0
Free Alawite Movement,0.0
Free All Political Prisoners in Holland,0.0
